x,y,classes
0.498115183291978,-1.1595939469948908,S
-0.7833493189414344,2.368582657044149,C
2.4743940055836124,0.5486601271947112,C
-0.4533766196366889,-2.5479741114998866,C
-1.963206936784306,-1.615698755015005,C
-1.0892864309712436,1.0912154776660719,L
0.3088133960137966,-1.5240426857514742,S
-1.0382986963712466,1.0438288170348495,L
0.01628164170574069,-1.4491539391410688,S
0.6111378420276344,-1.2890971433319662,S
1.198560213543068,2.0858356967677336,C
0.7155209627063008,-2.466449133297638,C
-2.598282771966972,-0.5490722012632838,C
2.43998817275011,0.7328592351053282,C
-2.2717955252756528,0.5673776140076399,C
2.5830095492033807,-0.33004233078572576,C
2.24887995909034,-1.0635704495747271,C
-1.1331592525304661,-1.0550149397622282,S
-1.0443003099923294,2.3442946428593663,C
-0.9117492548328867,1.0623646702311904,L
2.1963058154345054,1.3331642892289264,C
-0.07690976840480922,-1.456971234193505,S
-2.4315613078260467,-0.8106480736237217,C
2.151053755041197,-1.4232092169662858,C
2.7437951578677913,-0.29283799489848555,C
-0.7296757323916852,-1.2366408471887411,S
-0.45549537345338587,-1.4836846395620833,S
1.9909901308814197,1.4402269638992713,C
1.2571347781790345,-2.1968368270175787,C
-1.0502600609457655,2.1765069510265262,C
1.2146171627017754,-0.8199127680576879,S
1.8505692676224368,-1.3424277714376667,C
-0.48060727490674204,-1.4350651520544542,S
1.0950015923881882,1.0653206621159188,R
-0.15957485349226055,-2.505073089320908,C
-1.0512582188595911,-1.026502308722624,S
0.29633964354548487,-2.5537970540882906,C
-0.09121971238249503,-1.6006953729995583,S
-0.9312161318411523,0.9322662112085083,L
0.543364339443987,-1.2618609477970366,S
-0.48428846265288733,-1.3770510796713915,S
2.1947331454091032,-0.7884772664485308,C
1.0271108672707907,1.0178110661816813,R
-1.7154575108907362,-1.7725310342466807,C
0.9072071089058819,-1.263976002965695,S
1.0412908417743496,1.0556466851662414,R
-2.490925227487423,0.5120874782993593,C
1.9382328440967858,-1.5993128891931907,C
-2.265894252306727,-0.9140216219317693,C
-2.2191724768080046,-1.1884443231528776,C
-1.0140347384325439,1.1557327909247275,L
-2.3295159374820833,1.1349996537226237,C
-1.1963446691207793,0.9186359503991471,L
0.9556944160953414,1.074501404259679,R
-2.51393945549285,-0.4945286152436923,C
-2.3893482263327273,-0.18654433991004493,C
1.7745656787937594,1.257258338298343,C
1.0153922370096036,1.0479271568325774,R
2.3487806908430966,-0.8320639078203932,C
0.859362503442406,-2.2643507578215907,C
0.2756208600994199,2.4622027939429305,C
2.5656809521372117,-0.041448625409107834,C
-2.073754935173776,-1.2868564668943046,C
0.7805175759719817,2.196825464557533,C
1.765328347545611,1.8405275840989248,C
-0.12034317234058885,-1.6959990512189658,S
1.2169846120261538,1.02081356543829,R
-1.296800145630806,-2.170835927656804,C
-1.0467504660226874,1.0380043271739468,L
1.026096554860277,-2.3126157926671085,C
-0.7430353014781852,-1.087877704228477,S
0.9184732246736741,-2.3575015955594516,C
0.26248652275967865,-1.563445316237838,S
-1.0461516002139226,2.302924228707918,C
0.4437558936446358,-1.2824951359586167,S
-2.3580633436554015,0.7608762102706752,C
-2.263963491130429,-1.4338851733797122,C
0.6038202000921685,-1.4375693014946955,S
1.797660548715639,1.579528896238307,C
-0.877754575644913,-1.1739341194884205,S
-1.1767958686216746,2.0737785609222343,C
-0.6758168828287269,-1.3357700175246876,S
0.731056024698195,-2.470081472018587,C
-0.03146868731921517,-2.415209389009847,C
2.002179325245168,1.5620024505949082,C
-2.2195778599268725,-1.2992577193744095,C
-0.6962766119394103,-2.5069591219770397,C
-1.951289110232094,1.450949549102908,C
0.8835455317554282,0.8878529887815891,R
2.3953936893976144,0.7382092187588846,C
1.863934258997432,-1.8467154110744317,C
-1.9342595466997856,-1.6734872110316128,C
-2.5227372908198675,-0.3356953393840187,C
1.5933311291304815,1.9489155100619218,C
0.6548478008757722,-2.572428638692392,C
0.5286444125157168,-1.4232842677329658,S
1.797542142307548,1.6467392037623176,C
-2.4858252690299616,0.08005846879590675,C
2.3101241738958036,-0.6439343894310908,C
1.3242011381989103,-0.958604666264404,S
-1.9770358186460182,-1.6188860161787473,C
-0.17033668109026245,-2.5582683550671015,C
0.08190008095027379,-2.443938684508779,C
-0.8783675552299784,-1.3453971812794423,S
-0.10290672299034463,2.453734122953538,C
1.9081507425299287,1.8494151428337802,C
0.2745380055979003,-1.5501760392176032,S
2.699218227648997,5.610809820153975e-05,C
-0.9481153291039262,0.9206812355111595,L
0.22647024278257788,-1.5101437703263172,S
-2.5158182944245966,-0.023421303428582403,C
-2.5519998111990603,0.3204291577967957,C
1.022708519602861,1.0006408279006391,R
-0.7560902032718478,-2.5324197586448594,C
-2.311389145353826,0.9901557660682743,C
2.5746538018120764,0.40851487652080526,C
0.6980353632329585,2.3387848232881048,C
-0.8497032933482821,-1.1937595551607865,S
1.1324512905970487,-2.2309702028019553,C
2.730145108519162,-0.17450191013333677,C
1.7045953581288669,-1.961159232659656,C
0.9794152667581199,1.0134197412814812,R
-2.182050014651046,1.337787884326367,C
-0.1568653909328327,-2.4369308387679225,C
0.2697831356965585,-1.3892416208560754,S
1.9446831293898466,1.5754227341650746,C
0.4576443953841768,-1.6138414190062818,S
0.1195650208590762,-2.461065713067292,C
-2.386735334394292,-0.6670776408157476,C
-2.243005993365386,-0.9431835266636033,C
0.5189404096867761,-1.2354307242092428,S
2.2218109657676575,1.4633952243859683,C
-1.2977783511665257,-2.291324371367673,C
-1.8560815555003696,1.7499716151863987,C
-0.42882224368561334,2.4505067197519934,C
-0.5733588331650655,-1.5483942078636983,S
2.5499959700383013,-0.12355195909587142,C
0.8925010135072535,-2.3419620649811,C
2.174264971569979,1.6950502535629064,C
1.3648097523729033,2.0525436092770515,C
0.48025188500890964,-1.4855234641539778,S
0.797056861731122,-1.2864272604839777,S
0.9839047704247008,-1.1181258279143829,S
0.7075328527309496,-1.4680806205896233,S
-0.35076286245249383,2.542535385671466,C
-1.0623753215055887,0.8718520752385434,L
2.3430477173932953,-1.206410748088969,C
1.329312833161652,2.2541939660094963,C
-0.7737958875157882,-1.4793403479838918,S
1.0982668657290573,0.9231868866418825,R
1.0046605742817523,-2.4799971342725264,C
1.1253085061597157,1.0334650153983893,R
-2.156505667190127,1.0803158359689276,C
0.8630593909876633,-1.3262474279090133,S
-0.5788435209296606,2.3642899979617855,C
0.10870599331027099,2.3897589327180926,C
-1.8373609024932713,-1.6885443587443172,C
-2.4410290814984887,0.23801110484400367,C
-1.1971890653503314,2.1579494994267394,C
-1.8170551094904,2.1526677408133787,C
0.6433766257347635,-1.3932490982116223,S
1.7509668655814004,-1.8508110478643884,C
-2.029659890598969,-1.477094848236634,C
0.633282574902173,-1.4556632929837519,S
-1.0461977186273235,-2.297040433702838,C
1.4627818844084277,2.1470924430150884,C
2.184300351245,-1.2609524163644419,C
-0.8248946898871657,1.042930769781717,L
-1.02908399644113,2.2860020964525902,C
-2.356498245126061,-1.0106236749482338,C
-1.9744018234792302,1.6702223359751798,C
0.9794004058854087,0.8290164405658894,R
-0.8126523314880901,-1.1516326502111476,S
1.6770428127812802,-1.7163307529060063,C
-0.029682506636441407,-1.3085671058152761,S
-0.9665422701855484,0.8139586115898942,L
-1.7579437376069793,-1.6601475049514158,C
-2.103841531704013,1.298207488028996,C
2.5248544490766283,-0.7840881693175877,C
0.4243698474915397,-1.1859755714981783,S
-0.8005479942130028,2.297547317910267,C
0.1137757741769906,2.7172740653162855,C
1.093268450890009,1.95902320467092,C
0.015036306724100936,-1.5617636395999803,S
-1.9079361921137086,1.753776758809992,C
-0.8785714557405027,1.0626484094984274,L
-2.2173455088809018,-1.4022840079009402,C
-0.9649464479471455,-2.2517713698178143,C
2.2919416774632726,0.9917129016865723,C
-1.0213252453313042,1.0808367854799465,L
-2.5047510614334305,-0.3238386833323756,C
-0.07802995606063054,2.4829684723774412,C
1.967246487972874,-1.2419955618483518,C
-2.5385609692193443,-0.12886132109740503,C
-0.5318554934128787,-1.3747850549725835,S
0.8115623814837593,-1.1149087983314214,S
0.5581033219311138,2.3655416868715053,C
-0.36555785345795927,-2.6782215794798243,C
-0.7050543103370476,2.2945473114721655,C
1.035718571950905,2.281324860716113,C
0.421720909641412,2.5678167878836824,C
2.499086866020845,0.6053109779372595,C
-0.5348187103640517,-2.5369032668996,C
1.1508278503558178,2.2045919958246305,C
2.1292691955619905,1.4893868387855524,C
0.8482763996925586,-1.1868613967079085,S
1.4879872477517633,1.9244623440339996,C
-1.933589562281976,-1.5422804339246525,C
-0.6796593685255841,2.1525740193978558,C
1.0470482240010555,1.0818322201161443,R
-2.4597070982677214,0.9305909102855737,C
2.250439575638636,-0.8891139686971717,C
-0.7064364853726268,-1.2498289095208013,S
2.3976668833453396,-0.6581233178690268,C
-1.0240290111508121,2.3879386577138972,C
-0.5035062899474549,-1.050006837836545,S
-0.5261801407757005,2.365886884656029,C
0.49589595186897545,2.4496769159439276,C
-1.5571606100726905,1.7274481654758007,C
-1.7989757281366874,1.8437388449047682,C
-0.2780862181823229,-2.3795309266504665,C
-0.8549175809984133,-2.2667975098239164,C
0.9847696669074544,-1.076197358326965,S
0.0689886967647416,-2.4171169994318977,C
1.1455317832369585,2.4564250112622803,C
-0.5820514953473044,-2.185209577231358,C
2.492344404287252,-0.24752042854055645,C
-2.4112269774799118,-0.6871751790137602,C
0.8105554532027179,-1.0843204754157632,S
-0.8591862161521118,-1.308750535349001,S
1.1429150267569368,0.9792552124852555,R
1.0612632764730534,0.8904003304456429,R
-1.050153110827177,1.0532610739911443,L
0.21147833209639266,2.5545873723236716,C
-0.9270597553834194,1.2434532418153939,L
-0.21326519501128582,-1.4091134218708967,S
-1.1733300828356659,-2.1406954161241685,C
1.0830745521112901,0.932875910554619,R
0.7697728400821351,-1.3886538561478368,S
1.4312509973836773,-2.0874925267614373,C
0.895385035211688,1.0617314503191493,R
0.5144990665012172,-2.437242119805383,C
2.56972473205811,0.21126443212313734,C
1.1916563944568548,2.192516201487566,C
1.2901134544010386,2.22868934830125,C
0.7331112846683454,-1.2944783335828063,S
0.7303215565657764,-1.5481792276741015,S
1.6314457690574107,2.007576881511295,C
1.1338914483903975,-1.1718087927307534,S
-2.6284927071360884,0.43026366521412296,C
-0.5355950557713762,2.4823109099637124,C
-0.8845511348863621,1.1274409471922413,L
-1.7849814657293452,-1.8011864047014499,C
-0.2144116854804975,-1.5256957891604648,S
-0.9732175457207244,1.056900426333508,L
-0.4422234128612343,-1.2827171365349501,S
2.273856277323167,0.14714259848306863,C
0.6159385124879465,-1.5858310232839377,S
2.2556445464997243,1.2783401110123254,C
-0.9994326269067366,-2.261926348638609,C
0.8990918504541994,0.9434113987767467,R
0.7807068424661332,-1.2842949636970566,S
-1.1372765841605657,-2.3003891829377974,C
-0.4029778378837761,-2.363263513567196,C
-2.4791707162549113,0.3950667751830466,C
0.15904280471595175,-1.4295555391968096,S
1.0952513303306641,-2.1527323947910517,C
-0.8130573082995177,-1.396542428584661,S
-0.05379827964909238,2.333910399448156,C
-1.807315598356263,-1.540073723068278,C
-0.1377206337828182,-1.428427728742968,S
-0.945116041848625,1.0396833237467205,L
-0.23962437307203546,-1.3899914273968743,S
1.1312400799501285,-2.0753900756358785,C
2.133164138483696,-1.1690460092258619,C
0.44327085839753183,-1.3410011577088443,S
0.17916187637176129,-2.4558085780626397,C
0.5226686056827342,-1.5177452548424488,S
0.8273710674530945,-1.1499209515784845,S
0.5999641268713449,-2.490683047636738,C
-2.027557121123007,1.6098590958922017,C
0.5109924783982974,-2.279921179839907,C
2.4561928633395205,0.9161795719767587,C
1.262780981018701,1.1331921860017735,R
-0.6465209099530321,-2.472175975895953,C
0.25880678356258047,-1.4213242022953196,S
1.69331184249517,-1.8911120396952872,C
-1.104009556560858,2.3084834613856,C
0.858657031436993,-1.406486537434286,S
-1.8249843093551599,1.974978105285823,C
2.3232911101787015,-0.5919913466455926,C
0.36197580938509794,-1.2040831083746446,S
0.15173610714144212,-1.6072261597002935,S
1.3068608418124106,-1.8477967115838372,C
0.5025881881099171,2.49777310088232,C
2.5477171425422536,-0.0034194160288587953,C
-0.9841044602072186,0.9169490909751977,L
0.9981583207427627,1.0856304355837696,R
-1.508975821104454,2.1226674817358413,C
0.4049282614015762,-1.4491023923475321,S
1.1067342548630943,2.2233678133331014,C
-0.7564793988068637,-1.1889660507780475,S
1.389301761183678,1.9169849814990407,C
0.3016162566280416,-1.1840669998904045,S
-1.122875249397787,-1.1437953016561686,S
1.5076200175527354,1.873954883517217,C
0.903748294693422,-1.265066390629954,S
1.8435955394856873,1.7045947445578207,C
1.6005577493922267,-1.763355099910291,C
-0.9132083195784932,-1.3161269942134248,S
1.456605669762092,2.042302163826134,C
-1.018889535277761,0.9418418576840812,L
1.3919473748085,-1.7157412635113487,C
1.0179637226664737,1.096052781527386,R
0.9847023756915134,-2.2614210300486093,C
-1.1084830920870896,0.9879352414011128,L
0.04953302269444044,-1.5201819562258185,S
-2.145655825729942,1.03480262882493,C
0.446040600879138,-1.44708225740849,S
-2.028074227445165,-1.7610968852862963,C
2.07785977993838,-1.320798054971412,C
-1.4042159711930355,2.119756266076852,C
1.7353090317246378,-1.7408698054540415,C
1.939979188509436,-1.4636724781938328,C
-0.3350748981740446,2.4296047945855315,C
1.035387728089669,-1.0487481312629994,S
-1.0069087611868128,0.9567631099960331,L
0.15079321770249446,-1.54874693511047,S
0.915082727269396,-1.1258913944158395,S
2.425356389373446,-0.06782329759921832,C
0.4858107971568027,-1.4433541061871094,S
1.1451857399462473,0.9784076971842811,R
-2.359122362789932,0.6235431989373422,C
-2.225440806499121,1.1554096639853348,C
-0.2606303186253412,-2.6657300083073356,C
2.20636985581628,-1.0771791848417538,C
0.8922356529779952,1.043353994401663,R
-2.0514786724401266,1.5550924875820438,C
-0.9153744488831765,0.8860710417967823,L
-0.9377735333834619,0.997749851227318,L
-2.3864665731083567,0.5159188514404182,C
1.382969861733602,2.143381574872251,C
0.7526868469319858,2.2570003167441284,C
2.5952043495802677,0.28572340417545455,C
1.0552310857037364,2.264714801129518,C
-0.2200755118414609,-1.559730420617826,S
0.7085979966375684,1.2549727385728744,R
0.6210036539617756,-1.6084298237403605,S
-0.12981718742692544,-2.5319699156954103,C
-2.5419772715009383,-0.1338352828880735,C
0.9313055731220672,0.9221766541010235,R
2.5407710935315473,-0.40814022109425063,C
-0.6258441361554218,-1.294004027510185,S
1.5282323312589716,-1.665276009256578,C
0.4143134590600618,2.3905461246773916,C
1.0041357860253288,2.3826849254686406,C
0.9189357786726469,0.967808465001,R
0.3861769351305781,2.5210846237609466,C
1.3514972476931102,2.3701829759544184,C
-1.245585430991551,-2.283387095920901,C
0.933996070169171,1.0518482472861286,R
2.528175101480958,0.23855329979312676,C
-2.046152832534825,-1.62014744168817,C
1.5141631222452898,1.8826895042261629,C
0.9193223126751959,0.9889777907452159,R
-0.8050351214170365,-1.221341515480933,S
0.6444815579992244,-2.4274078522424776,C
2.567763409913119,-0.26293167245616483,C
-0.2856076209730154,2.3224197218150344,C
-0.18658072610602777,2.505941509541774,C
-1.3098455948733108,2.1556568282147763,C
2.6367929958238125,-0.006803273827846976,C
1.0163503466143489,-1.0745480671474652,S
-0.8849050235474217,1.0169972487992904,L
0.2264246930952978,2.6288248621854793,C
-1.4392298290981331,2.117152937359278,C
2.2523993507033775,1.036629971664161,C
-0.36168419550710784,2.7115517317300437,C
0.2768936498641695,2.558994259218252,C
0.5213568881176368,-2.5086380507543824,C
-0.9702866777050935,-1.4263445277363405,S
-2.446890687468118,0.5838975363817477,C
-0.8591471932907335,1.115404024976023,L
2.2776757148830833,1.1864311049192786,C
0.6726263163177197,2.412571153801282,C
-1.1795881263921937,2.0966778094732,C
2.4080898290634947,0.6507861987971862,C
0.5335108352090897,2.4896511221047377,C
-1.2729800236563147,2.0903178947543037,C
-2.6217017606368316,0.09488590567165081,C
-2.5358419026763177,-0.26752618593169325,C
-0.7893723020292028,2.3942980470219,C
-0.968039975075712,0.97222288621715,L
-0.9780061632432021,2.289250758291495,C
-2.574710281343935,-0.0018202871345711301,C
0.0916945414104407,-1.445776832816758,S
-0.8202012391639746,-2.552377317885661,C
-0.045403531273287875,2.4903221487942,C
2.479191789467718,0.03720828773412207,C
-2.3468234802184926,0.9547130973952613,C
-0.3801992231210709,2.3921738711140392,C
-0.132867638157465,-1.3559455154082383,S
1.7272631305279247,1.794694541602171,C
-0.21664766384271902,-1.3779157063702485,S
-2.0864274749912948,-1.5524946260859698,C
0.9876124550761254,0.9420009536880493,R
-2.6335652996814103,0.7012746099962729,C
-2.3107992562572393,-1.0125969188930812,C
1.8037635161167478,1.9778548724561775,C
-0.8935427537958223,-2.4586776615031085,C
-1.102130020636731,1.02693649926282,L
0.2753401093140489,-1.432672590797266,S
1.0192953937696774,0.8794879700192917,R
0.3735842210116909,-1.508227733448364,S
-2.0957035022659865,-1.3156465039714695,C
-0.1970201825303552,-2.4481161131503506,C
-2.3842549910165802,0.11226576061782008,C
0.4269276800178547,-1.2570515147055277,S
-0.8074066518934387,0.9900919468020017,L
-1.0552280772455436,2.0287486185389616,C
-1.112447949779292,-2.4337946666392534,C
1.2174985950912591,-2.1434056232289,C
0.9375056463704091,0.93272893561298,R
-1.7337171591240936,1.876981893097752,C
1.2271257505042272,-2.074086843788006,C
0.31949207635825516,-1.5271934249369112,S
0.6902200965989157,1.0923452979936699,R
-0.014633788759417909,2.514377460078518,C
-2.6043575646032857,0.36589996855205426,C
-0.07768102661742621,-1.5451185580926212,S
2.521402024019528,0.30925512622850276,C
2.160586675639549,-0.81811774225264,C
1.1675926054900196,2.178351136445905,C
1.0877311035563249,-2.2388250785480044,C
-2.4661870129415884,0.6284854330897227,C
-2.276111622085892,0.5909348696211594,C
-0.5618266854784231,-1.3041242120705305,S
-0.158494659779011,-1.475740652097974,S
0.30566988044563115,-1.488936434530025,S
-0.7684112006083815,-1.3665832972245,S
2.6294583968764385,0.30939249554964127,C
1.0370556321679423,1.0294504576408035,R
2.5031194390176292,0.45685675409732446,C
-2.3255107850607653,-1.3188067383750641,C
2.2757303998604206,0.48980749549307384,C
2.2449793798037865,0.6866097953993742,C
0.8991358645019034,-0.9721973850305948,S
-0.5375869535426552,-2.3635256351669636,C
1.0030587729604594,0.8609202489896947,R
-2.379504565366573,0.058869563677345804,C
1.3146184623849393,2.1442935406965127,C
-0.7119469618051001,-1.2812600374586354,S
-0.6573759687094655,-2.5452281748730345,C
-1.2483065170097627,-2.1062415189446764,C
-0.9069737678029074,-1.2184908865618884,S
1.9911109463958836,1.7635181741093822,C
2.3583028218167024,-0.1984727328770707,C
-0.8749094938331266,-1.0897157788346579,S
0.3067276996364088,-1.4464893290060372,S
2.440412095227261,0.10846185029101625,C
0.606034803925588,-1.3695517593930442,S
-0.22926124089431862,-2.505334742430837,C
0.20629768931246326,-1.5318875063685573,S
-0.4638775953019813,-2.5544585489419207,C
-0.9049958566377668,-1.2747596994519084,S
-0.4499618622745742,-2.3681527819807693,C
2.339268298033795,0.8333137762222519,C
-1.1003136485064648,2.376240337010005,C
2.3549176409463697,-0.6743384664939824,C
0.9987365693858293,-2.1742905277787523,C
1.809328338323077,1.7285302062936434,C
-2.5322363215693864,0.6537755652080682,C
0.8631427852517624,1.056431451723279,R
-2.474327367912286,-0.30322321350010073,C
-1.7120203447516786,1.9117526425124454,C
-0.9808610728108821,0.9501529865859184,L
-2.51979369691299,-0.12015158834543269,C
2.701149842327267,0.1016414879028431,C
-0.4247742756882545,-1.5217964701113509,S
1.699090659207414,1.7374669336343023,C
2.4359880500690707,-0.7627413038210042,C
-1.0706966075379343,2.3340868446250105,C
-1.8518961969142198,-1.4606780073938992,C
0.7892572152559393,-2.395508069052852,C
0.616829872669146,-1.500364296612124,S
-0.8687094887447591,-1.352836737575906,S
-0.3687098922930956,2.2010296623607504,C
-0.8522043770012389,1.229806703603554,L
-2.2773343300099214,0.8522063455453605,C
-2.516841634530419,-0.31261829005508074,C
-1.0090133578083713,1.061780571376834,L
-2.048875468989278,-1.085927237587686,C
-0.502578142210654,-1.3449662238457456,S
-0.28691869115607405,-1.693532790853036,S
-0.7887426981792367,-1.1175378304337826,S
0.976040362014343,1.1608268474151622,R
-1.1109720148176567,1.1148614840555917,L
-2.47400269463763,1.0108680885481591,C
0.01859961695482495,2.66238883948628,C
0.3380474202169765,-1.4557393232698017,S
2.4118582712545806,0.13120208468035097,C
-0.3008748096086581,-1.4618365789615824,S
-0.9471919082733024,-2.362047492293362,C
-0.4363628208760799,-1.4865303385729038,S
-0.41334674178292613,2.590886919578315,C
-0.10236795990259272,-1.5265392279856127,S
1.0931023667726125,2.151643799913634,C
2.301182889146225,0.6902415528403723,C
-0.879284977313461,2.267239016822459,C
2.414302596807882,0.587529434943657,C
0.7017953895631405,2.3899538919597356,C
-1.002411099403848,-2.459408398552657,C
0.08167310300466477,2.4978005635754235,C
-0.40428334834294816,-1.366842798215088,S
2.109565587408521,1.5945563859096812,C
0.9845796654702713,-1.112834813901805,S
-0.3774047839689266,-2.4563861106957203,C
-1.0702493157484698,2.328259723683772,C
-1.6851843833122937,-1.9893316267260657,C
0.7178856655833773,-1.5094376144533042,S
1.1427736575751775,2.023679273284961,C
1.8768866866206457,1.6342740533055173,C
2.605288961559123,0.28099011394863793,C
1.1099882001937853,-2.421786348354046,C
-1.5370156910108088,1.930390373425899,C
0.721995289599047,-2.1986335034517834,C
0.34940307652221453,-1.4962662715268975,S
-0.9910572477269385,2.3780681413601346,C
2.452993593709591,0.5081662865170978,C
-0.7691044710274086,-1.059808918673482,S
1.7993291107391405,2.0597841867236655,C
2.0704276388183502,-1.3167007312447172,C
-0.522607837420807,-1.415761756030038,S
0.43000480368026484,-1.3787939917728602,S
-1.3611619519317963,-2.1594846813175854,C
0.5635761431085778,-1.2536754592716552,S
-1.9289552163526265,-1.5467288519807678,C
-0.9017041446050533,-1.1220239183918939,S
2.580467052054945,-0.22792350468687045,C
2.3772718990078188,-0.19210421428989835,C
1.9862900087697222,1.3810218602250772,C
-1.7748546950932373,-1.9239239168163915,C
-2.0198963678994377,-1.3080392815637085,C
0.8731392589645717,1.1238000779648165,R
-0.5628412695549214,2.3398653035406376,C
0.9449740147161533,-2.250106076670875,C
-0.36596247849759955,-1.466138575464861,S
-0.5306849828496596,2.321793325912393,C
-1.1369508146661265,-2.1150422787050522,C
2.233578772685923,-1.0993435081406422,C
0.7399250546076281,-1.245335621127734,S
2.3874376369563555,1.00088612346249,C
1.4818247911185045,-1.8858643803752917,C
-1.63448105906892,-1.7191235363338289,C
0.911825686983936,-1.2351890163957948,S
-2.3950822756958705,-0.2853409814217667,C
2.038251743282043,-1.5831684345159065,C
2.132726477617899,-0.9226646442154063,C
2.010125127599647,-1.3727443026752688,C
1.6507966726384835,-1.9129925962979326,C
-0.12894159450025666,2.461197397189167,C
-1.94705219056744,-1.7997788238149357,C
0.8523950604291933,-0.9687789690637014,S
-0.5197617749588186,-1.4613739535038082,S
0.6423596169852231,-1.4070781932565204,S
0.8056807752096613,-1.4118711721260138,S
-1.20989275036668,-2.1860016290718733,C
2.3197523554749684,-1.0814824017318454,C
1.8054995750652771,1.626388934218346,C
0.8246114918008207,0.918739714722648,R
-2.1197301674395432,-1.4019125356069242,C
0.6013806302508119,-2.4870528645515386,C
1.8936796930295638,-1.6695634180004129,C
0.9169033858591263,0.979992830104603,R
1.3780826855317514,2.2394953493807592,C
-0.5181316130893333,-1.182335272075089,S
1.0282730587924827,0.8293614890308924,R
2.2953967202048533,1.1670307909879634,C
-0.9362146611858875,-1.2469761284374399,S
-1.0371379052431366,0.8990782273456216,L
2.2622930955057723,1.0225327621682712,C
0.27442054275664496,-1.4389793058845328,S
0.7953643391728887,-1.3661100798873782,S
2.478682642838427,-0.39354428078204484,C
0.9508501576399463,2.2281741238845694,C
0.3062429535223468,2.408886281443218,C
-2.101875780045035,-1.4973398279593797,C
0.7795282142642499,-1.210144404943241,S
0.3790971034875204,-1.3933509622280789,S
2.336194091890731,0.5983937004899741,C
-1.19987292696593,1.0506473577250337,L
-2.542363516602332,0.2451198408369356,C
2.264040641637345,1.4518959299686045,C
-0.46548057579634783,-2.4558912376387005,C
1.8881968630475288,-1.6417492730718537,C
-1.3802522192231808,2.299951659581166,C
-1.6862283328812298,1.7140370928115685,C
0.050731681199425935,-2.4602961709970965,C
-0.8937105539267325,-1.2342673938305644,S
0.10378012910704495,-2.5553315595318398,C
1.9043868368488486,1.6616982279396857,C
1.9577756859862305,-1.5226976132162415,C
0.754952484964498,2.2802539819210237,C
2.418179100528096,0.10056750480990122,C
-2.1244035133634256,1.2788561912472725,C
-1.1365749203179774,2.2730778113401304,C
2.4232879110313084,-0.4956558651694926,C
1.7519680879297346,-1.7662928801905051,C
-1.0737381465181355,0.944386921575833,L
0.4734419618262634,2.452885555096509,C
2.4538542822109792,1.0257249236209185,C
-1.0134387820107056,0.966361893929069,L
-0.8425137633540773,0.9793161217005358,L
-2.207185054919632,-0.8366733377825094,C
-0.1840291690940219,-2.5192575151329426,C
-1.2619071407794873,-2.2263429321784223,C
2.6394470337390064,0.5089028068775914,C
2.1027089328896236,1.301894739472284,C
0.5190398623999808,-1.4594921904178382,S
